"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,,,,,,,,,,,
0527,Osteotomy: Knee region,4499.8,,5782.5,,5782.5,,,,,,,,,,,,
0528,Osteotomy: Os Calcis (Dwyer operation),2021.4,,2077.9,,2077.9,,,,,,,,,,,,
0530,Osteotomy: Metacarpal and phalanx: Corrective for malunion or rotation,2109.2,,2168.2,,2168.2,,,,,,,,,,,,
0531,Rotational osteotomy of tibia and fibula - stand alone procedure,3921.8,,5039.9,,5039.9,,,,,,,,,,,,
0532,"Osteotomy: Rotation osteotomy of the Radius, Ulna or Humerus",2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0533,Osteotomy: Single metatarsal,1054.9,,1084.1,,1084.1,,,,,,,,,,,,
0534,Osteotomy: Multiple metatarsal osteotomies,2109.2,,2710.6,,2710.6,,,,,,,,,,,,
3.1.2.4,Bony operations: Exostosis,,,,,,,,,,,,,,,,,
0535,Exostosis: Excision: Readily accessible sites,1054.9,,1084.1,,1084.1,,,,,,,,,,,,
0537,Exostosis: Excision: Less accessible sites,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
3.1.2.5,Bony operations: Biopsy,,,,,,,,,,,,,,,,,
0539,Needle Biopsy: Spine (no after-care) (modifier 0005 not applicable),879.2,,903.6,,903.6,,,,,,,,,,,,
0541,Needle Biopsy: Other sites (no after-care) (modifier 0005 not applicable),562.5,,578.1,,578.1,,,,,,,,,,,,
0543,Biopsy: Open (modifier 0005 not applicable): Readily accessible site,1124.9,,1156.4,,1156.4,,,,,,,,,,,,
0545,Biopsy: Open (modifier 0005 not applicable): Less accessible site,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
3.2,Joints,,,,,,,,,,,,,,,,,
3.2.1,Joints: Dislocations,,,,,,,,,,,,,,,,,
0547,Joint: Dislocation: Clavicle either end,668.1,,686.5,,686.5,,,,,,,,,,,,
0549,Joint: Dislocation: Shoulder,896.4,,921.5,,921.5,,,,,,,,,,,,
0551,Joint: Dislocation: Elbow,896.4,,921.5,,921.5,,,,,,,,,,,,
0552,Joint: Dislocation: Wrist,1353.7,,1391.7,,1391.7,,,,,,,,,,,,
0553,Joint: Dislocation: Perilunar trans-scaphoid fracture dislocation,2109.2,,2349.4,,2349.4,,,,,,,,,,,,
0555,Joint: Dislocation: Lunate,1353.7,,1391.7,,1391.7,,,,,,,,,,,,
0556,Joint: Dislocation: Carpo-metacarpo dislocation,896.4,,921.5,,921.5,,,,,,,,,,,,
0557,Joint: Dislocation: Metacarpo-phalangeal or interphalangeal (hand),457.1,,469.8,,469.8,,,,,,,,,,,,
0559,Joint: Dislocation: Hip,1916.1,,1969.7,,1969.7,,,,,,,,,,,,
0561,Joint: Dislocation: Knee,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0563,Joint: Dislocation: Patella,562.5,,578.1,,578.1,,,,,,,,,,,,
0565,Joint: Dislocation: Ankle,1582.2,,1626.4,,1626.4,,,,,,,,,,,,
0567,Joint: Dislocation: Sub-Talar dislocation,1582.2,,1626.4,,1626.4,,,,,,,,,,,,
0569,Joint: Dislocation: Intertarsal or Tarsometatarsal or Mid-tarsal,1353.7,,1391.7,,1391.7,,,,,,,,,,,,
0571,Joint: Dislocation: Meta-tarsophalangeal or interphalangeal joints (foot),246.2,,252.6,,252.6,,,,,,,,,,,,
3.2.2,Joints: Operations for dislocations,,,,,,,,,,,,,,,,,
0578,Operations for dislocations: Recurrent dislocation of shoulder,2812.7,,3613.8,,3613.8,,,,,,,,,,,,
0579,Operations for dislocations: Recurrent dislocation of all other joints,2263.9,,2909.2,,2909.2,,,,,,,,,,,,
3.2.3,Joints: Capsular operations,,,,,,,,,,,,,,,,,
0582,Capsulotomy or arthrotomy or biopsy or drainage of joint: Small joint (including three weeks after-care),896.4,,921.5,,921.5,,,,,,,,,,,,
0583,Capsulotomy or arthrotomy or biopsy or drainage of joint: Large joint (including three weeks after-care),1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0585,Capsulectomy digital joint,1124.9,,1156.4,,1156.4,,,,,,,,,,,,
0586,Multiple percutaneous capsulotomies of metacarpophalangeal joints,1582.2,,1626.4,,1626.4,,,,,,,,,,,,
0587,Release of digital joint contracture,2109.2,,2313.1,,2313.1,,,,,,,,,,,,
3.2.4,Joints: Synovectomy,,,,,,,,,,,,,,,,,
0589,Synovectomy: Digital joint,1353.7,,1391.7,,1391.7,,,,,,,,,,,,
0592,Synovectomy: Large joint,2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0593,Tendon synovectomy,2864.3,,3680.9,,3680.9,,,,,,,,,,,,
3.2.5,Joints: Arthrodesis,,,,,,,,,,,,,,,,,
0597,Arthrodesis: Shoulder,3149.9,,4047.8,,4047.8,,,,,,,,,,,,
0598,Arthrodesis: Elbow,2531.2,,3252.3,,3252.3,,,,,,,,,,,,
0599,Arthrodesis: Wrist,2531.2,,3252.3,,3252.3,,,,,,,,,,,,
0600,Arthrodesis: Digital joint,2109.2,,2313.1,,2313.1,,,,,,,,,,,,
0601,Arthrodesis: Hip,4499.8,,5782.5,,5782.5,,,,,,,,,,,,
0602,Arthrodesis: Knee,2531.2,,3252.3,,3252.3,,,,,,,,,,,,
0603,Arthrodesis: Ankle,2531.2,,3252.3,,3252.3,,,,,,,,,,,,
0604,Arthrodesis: Sub-talar,2109.2,,2349.4,,2349.4,,,,,,,,,,,,
0605,Arthrodesis: Stabilisation of foot (triple-arthrodesis),2531.2,,3252.3,,3252.3,,,,,,,,,,,,
0607,Arthrodesis: Mid-tarsal wedge resection,2531.2,,3252.3,,3252.3,,,,,,,,,,,,
3.2.6,Joints: Arthroplasty,,,,,,,,,,,,,,,,,
0614,Arthroplasty: Debridement large joints,2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0615,Arthroplasty: Excision medial or lateral end of clavicle,2039.2,,2096.1,,2096.1,,,,,,,,,,,,
0617,Shoulder: Acromioplasty,2700,,3469.6,,3469.6,,,,,,,,,,,,
0619,Shoulder: Partial replacement,3895.2,,5005.5,,5005.5,,,,,,,,,,,,
0620,Shoulder: Total replacement,5849.8,,7517,,7517,,,,,,,,,,,,
0621,Elbow: Excision head of radius,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0622,Elbow: Excision,2700,,3469.6,,3469.6,,,,,,,,,,,,
0623,Elbow: Partial replacement,2643.3,,3397.3,,3397.3,,,,,,,,,,,,
0624,Elbow: Total replacement,3965.5,,5095.7,,5095.7,,,,,,,,,,,,
0625,Wrist: Excision distal end of ulna,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0626,Wrist: Excision single bone,1933.6,,1987.8,,1987.8,,,,,,,,,,,,
0627,Wrist: Excision proximal row,2334.5,,2999.8,,2999.8,,,,,,,,,,,,
0631,Wrist: Total replacement,3501.7,,4499.4,,4499.4,,,,,,,,,,,,
0635,Digital Joint: Total replacement,2700,,3469.6,,3469.6,,,,,,,,,,,,
0637,Hip: Total replacement,5849.8,,7517,,7517,,,,,,,,,,,,
0641,Hip: Prosthetic replacement of femoral head,4049.8,,5204.1,,5204.1,,,,,,,,,,,,
0643,Hip: Girdlestone,4499.8,,5782.5,,5782.5,,,,,,,,,,,,
0645,Knee: Partial replacement,3895.2,,5005.5,,5005.5,,,,,,,,,,,,
0646,Knee: Total replacement,5849.8,,7517,,7517,,,,,,,,,,,,
0649,Ankle: Total replacement,4083.8,,5247.9,,5247.9,,,,,,,,,,,,
0650,Ankle: Astragalectomy,2165.4,,2782.9,,2782.9,,,,,,,,,,,,
3.2.7,Joints: Miscellaneous (joints),,,,,,,,,,,,,,,,,
0661,Aspiration of joint or intra-articular injection (not including after-care) (modifier 0005 not applicable),158.1,,162.5,,162.5,,,,,,,,,,,,
0663,Multiple intra-articular injections for rheumatoid arthritis (excluding after-care) (modifier 0005 not applicable): First joint,132,,135.6,,135.6,,,,,,,,,,,,
0665,Multiple intra-articular injections for rheumatoid arthritis (excluding after-care) (modifier 0005 not applicable): Additional (each),70.5,,72.3,,72.3,,,,,,,,,,,,
0667,Arthroscopy (excluding after-care) (modifiers 0005 and 0013 not applicable),1054.9,,1084.1,,1084.1,,,,,,,,,,,,
0669,Manipulation knee or shoulder joint under general anaesthetic (not including after-care) (modifier 0005 not applicable),246.2,,252.6,,252.6,,,,,,,,,,,,
0669A,Manipulation hip joint under general anaesthetic (not including after-care) (modifier 0005 not applicable),246.2,,252.6,,252.6,,,,,,,,,,,,
,Only the consultation fee should be charged when manipulation of a large joint is performed  without general anaesthetic,,,,,,,,,,,,,,,,,
0673,Meniscectomy or operation for other internal derangement of knee,1916.1,,1969.7,,1969.7,,,,,,,,,,,,
0658,"Aspiration and/or injection: Small joint, bursa (eg., fingers, toes) (excluding after care, modifier 0005 not applicable)",170.2,,217.6,,217.6,,,,,,,,,,,,
0659,"Aspiration and/or injection: Intermediate joint, bursa (eg., temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa) (excluding after care, modifier 0005 not applicable)",170.2,,217.6,,217.6,,,,,,,,,,,,
0660,"Aspiration and/or injection: Major joint, bursa (eg., shoulder, hip, knee joint, subacromial bursa) (excluding after care, modifier 0005 not applicable)",170.2,,217.6,,217.6,,,,,,,,,,,,
0668,Manipulation of knee joint under general anaesthesia (includes application of traction or other fixation devices) (excluding after-care) (modifier 0005 is not applicable),264.5,,338.3,,338.3,,,,,,,,,,,,
0670,Only the consultation fee should be charged when manipulation of a large joint is performed with or without local anaesthetic - Anaesthetic: Knee/Shoulder,,,,,,,,,,,,,,,,,
0670a,Only the consultation fee should be charged when manipulation of a large joint is performed with or without local anaesthetic - Anaesthetic: Hip,,,,,,,,,,,,,,,,,
3.2.8,Joints: Joint ligament reconstruction or suture,,,,,,,,,,,,,,,,,
0675,Joint ligament reconstruction or suture: Ankle: Collateral,2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0677,Joint ligament reconstruction or suture: Knee: Collateral,2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0678,Joint ligament reconstruction or suture: Knee: Cruciate,2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0679,Joint ligament reconstruction or suture: Ligament augmentation procedure of knee,3937.4,,5059.5,,5059.5,,,,,,,,,,,,
0680,Joint ligament reconstruction or suture: Digital joint ligament,2320,,2981.6,,2981.6,,,,,,,,,,,,
0676,"Joint ligament reconstruction or suture: Ankle (eg., Watson-Jones type)",2318,,4629.1,,4629.1,,,,,,,,,,,,
3.3,Amputations,,,,,,,,,,,,,,,,,
3.3.1,Amputations: Specific Amputations,,,,,,,,,,,,,,,,,
0681,Amputation Humerus: Includes primary closure,2974.5,,3822.4,,3822.4,,,,,,,,,,,,
0682,Amputation: Fore-quarter amputation,4134.2,,5312.7,,5312.7,,,,,,,,,,,,
0683,Amputation: Through shoulder,2109.2,,2674.2,,2674.2,,,,,,,,,,,,
0684,Amputation: Forearm,2995.2,,3856.5,,3856.5,,,,,,,,,,,,
0685,Amputation: Upper arm or fore-arm,2039.2,,2096.1,,2096.1,,,,,,,,,,,,
0686,"Amputation: Ankle (e.g. Syme, Pirogoff type)",2869.1,,3686.9,,3686.9,,,,,,,,,,,,
0687,Partial amputation of the hand: One ray,1792.8,,1843.2,,1843.2,,,,,,,,,,,,
0688,"Amputation: Foot, midtarsal (Chopart type)",2319.4,,2993.3,,2993.3,,,,,,,,,,,,
0691,Amputation: Whole or part of finger,2052.9,,2110.5,,2110.5,,,,,,,,,,,,
0692,"Scar revision/secondary closure: amputated thigh, through femur, any level",2118.4,,2722.1,,2722.1,,,,,,,,,,,,
0693,Hindquarter amputation,5906.2,,7589.3,,7589.3,,,,,,,,,,,,
0694,"Scar revision/secondary closure: amputated leg, through tibia and fibula, any level",2444.4,,3141.3,,3141.3,,,,,,,,,,,,
0695,Amputation: Through hip joint region,2700,,3469.6,,3469.6,,,,,,,,,,,,
0696,"Re-amputation: Thigh, through femur, any level",3054.5,,3925.1,,3925.1,,,,,,,,,,,,
0697,Amputation: Through thigh,2882.6,,3704.5,,3704.5,,,,,,,,,,,,
0698,"Re-amputation: Leg, through tibia and fibula",2786,,3580.3,,3580.3,,,,,,,,,,,,
0699,"Amputation: Below knee, through knee or Syme",2728,,3505.8,,3505.8,,,,,,,,,,,,
0700,Scar revision/secondary closure: Amputated shoulder,2108.6,,2313.9,,2313.9,,,,,,,,,,,,
0701,Amputation: Trans-metatarsal or trans-tarsal,2109.2,,2565.9,,2565.9,,,,,,,,,,,,
0702,Scar revision/secondary closure: Amputated humerus,2292.7,,2946,,2946,,,,,,,,,,,,
0703,Amputation: Foot: One ray,1705,,1753,,1753,,,,,,,,,,,,
0704,Scar revision/secondary closure: Amputated forearm,2588,,3325.9,,3325.9,,,,,,,,,,,,
0705,Amputation: Toe,1160,,1192.3,,1192.3,,,,,,,,,,,,
0708,Re-amputation: Humerus,3136.2,,4030,,4030,,,,,,,,,,,,
0710,Re-amputation: Through forearm,2895.6,,3721.1,,3721.1,,,,,,,,,,,,
3.3.2,Amputations: Post-amputation reconstruction,,,,,,,,,,,,,,,,,
0706,Post-amputation reconstruction: Skin flap taken from a site remote from the injured finger or in cases of an advanced flap e.g. Cutler,1318.2,,1355.4,,1355.4,,,,,,,,,,,,
0707,Post-amputation reconstruction: Krukenberg reconstruction,2896.8,,3722.7,,3722.7,,,,,,,,,,,,
0711,Post-amputation reconstruction: Pollicisation of the finger (to include all stages),3965.5,,5095.7,,5095.7,,,,,,,,,,,,
0712,Post-amputation reconstruction: Toe to thumb transfer,11249.6,,14456.3,,14456.3,,,,,,,,,,,,
3.4,"Muscles, tendons and fasciae",,,,,,,,,,,,,,,,,
3.4.1,"Muscles, tendons and fasciae: Investigations",,,,,,,,,,,,,,,,,
0713,Electromyography,1318.2,,1355.4,,1355.4,,,,,,,,,,,,
0714,"Electro-myographic neuromuscular junctional study, including edrophonium response (not to be used with item 2730)",1002.1,,1029.7,,1029.7,,,,,,,,,,,,
0715,Strength duration curve per session,184.3,,189.8,,189.8,,,,,,,,,,,,
0717,Electrical examination of single nerve or muscle,158.1,,162.5,,162.5,,,,,,,,,,,,
0718,Oxidative study for mitochondrial function,1124.9,,1156.4,,1156.4,,,,,,,,,,,,
0721,Voltage integration during isometric contraction,211.2,,216.7,,216.7,,,,,,,,,,,,
0723,Tonometry with edrophonium,140.4,,144.5,,144.5,,,,,,,,,,,,
0725,Isometric tension studies with edrophonium,175.6,,180.3,,180.3,,,,,,,,,,,,
0727,Cranial reflex study (both early and late responses) supra occulofacial or corneofacial or flabellofacial: Unilateral,140.4,,144.5,,144.5,,,,,,,,,,,,
0728,Cranial reflex study (both early and late responses) supra occulofacial or corneofacial or flabellofacial: Bilateral,246.2,,252.6,,252.6,,,,,,,,,,,,
0729,Tendon reflex time,123.2,,126.7,,126.7,,,,,,,,,,,,
0730,Limb brain somatosensory studies (per limb),861.3,,885.3,,885.3,,,,,,,,,,,,
0731,Vision and audio-sensory studies,861.3,,885.3,,885.3,,,,,,,,,,,,
0733,Motor nerve conduction studies (single nerve),457.1,,469.8,,469.8,,,,,,,,,,,,
0735,Examinations of sensory nerve conduction by sweep averages (single nerve),545,,560.3,,560.3,,,,,,,,,,,,
0737,Biopsy for motor nerve terminals and end plates,351.4,,361.4,,361.4,,,,,,,,,,,,
0739,Combined muscle biopsy with end plates and nerve terminal biopsy,597.5,,614.3,,614.3,,,,,,,,,,,,
0740,Muscle fatigue studies,351.4,,361.4,,361.4,,,,,,,,,,,,
0741,Muscle biopsy,351.4,,361.4,,361.4,,,,,,,,,,,,
0742,"Global fee for all muscle studies, including histochemical studies",,,4734.5,,4734.5,,,,,,,,,,,,
4701,Biochemical estimations on muscle biopsy specimens: Creatine kinase,,,365.8,,365.8,,,,,,,,,,,,
4703,Biochemical estimations on muscle biopsy specimens: Adenylate kinase,,,601.8,,601.8,,,,,,,,,,,,
4705,Biochemical estimations on muscle biopsy specimens: Pyruvate kinase,,,103,,103,,,,,,,,,,,,
4707,Biochemical estimations on muscle biopsy specimens: Lactate dehydrogenase,,,29,,29,,,,,,,,,,,,
4709,Biochemical estimations on muscle biopsy specimens: Adenylate deaminase,,,179,,179,,,,,,,,,,,,
4711,Biochemical estimations on muscle biopsy specimens: Phosphoglycerate kinase,,,247.7,,247.7,,,,,,,,,,,,
4713,Biochemical estimations on muscle biopsy specimens: Phosphoglycerate mutase,,,468.1,,468.1,,,,,,,,,,,,
4715,Biochemical estimations on muscle biopsy specimens: Enolase,,,590.7,,590.7,,,,,,,,,,,,
4717,Biochemical estimations on muscle biopsy specimens: Phosphofructokinase,,,681.5,,681.5,,,,,,,,,,,,
4719,Biochemical estimations on muscle biopsy specimens: Aldolase,,,284.8,,284.8,,,,,,,,,,,,
4721,Biochemical estimations on muscle biopsy specimens: Glyceraldehyde 3 phosphate dehydrogenase,,,199.9,,199.9,,,,,,,,,,,,
4723,Biochemical estimations on muscle biopsy specimens: Phosphorylase,,,627.2,,627.2,,,,,,,,,,,,
4725,Biochemical estimations on muscle biopsy specimens: Phosphoglucomutase,,,728.1,,728.1,,,,,,,,,,,,
4727,Biochemical estimations on muscle biopsy specimens: Phosphohexose Isomerase,,,520.3,,520.3,,,,,,,,,,,,
4729,Biochemical estimations on muscle biopsy specimens: Muscle biopsy for muscle tension study,,,777.3,,777.3,,,,,,,,,,,,
4731,Biochemical estimations on muscle biopsy specimens: H-response study (per nerve),,,252.6,,252.6,,,,,,,,,,,,
4733,Biochemical estimations on muscle biopsy specimens: Late response study (per nerve),,,361.4,,361.4,,,,,,,,,,,,
4735,Biochemical estimations on muscle biopsy specimens: Single fibre studies,,,1283.2,,1283.2,,,,,,,,,,,,
4737,Biochemical estimations on muscle biopsy specimens: Somatosensory study (limb-spine),,,1246.9,,1246.9,,,,,,,,,,,,
4739,Biochemical estimations on muscle biopsy specimens: Dystrophin estimation,,,1481.8,,1481.8,,,,,,,,,,,,
4744,Biochemical estimations on muscle biopsy specimens: Tension/caffeine/halothane procedure in malignant hyperthermia,,,2583.6,,2583.6,,,,,,,,,,,,
4745,Biochemical estimations on muscle biopsy specimens: Electron microscopy,,,1355.4,,1355.4,,,,,,,,,,,,
3.4.2,"Muscles, tendons and fasciae: Decompression Operations",,,,,,,,,,,,,,,,,
0743,Major compartmental decompression,2109.2,,2385.3,,2385.3,,,,,,,,,,,,
0744,Decompression operation: Fasciotomy only,1054.9,,1084.1,,1084.1,,,,,,,,,,,,
5550,Decompression Faciotomy: Buttock compartments:(unilateral),4269.7,,4389.5,,4389.5,,,,,,,,,,,,
5551,Decompression fasciotomy: Leg: Anterior and/or lateral and posterior compartment(s). EXCLUDES debridement of nonviable muscle and/or nerve,2669.1,,2743.7,,2743.7,,,,,,,,,,,,
5552,Decompression fasciotomy: Leg: Anterior and/or lateral and posterior compartment(s). INCLUDES debridement of nonviable muscle and/or nerve,4447.2,,4571.6,,4571.6,,,,,,,,,,,,
5553,Decompression fasciotomy: Leg: Anterior and/or lateral compartment(s) only. EXCLUDES debridement of nonviable muscle and/or nerve,2173.6,,2234.4,,2234.4,,,,,,,,,,,,
5554,Decompression fasciotomy: Leg: Anterior and/or lateral compartment(s) only. INCLUDES debridement of nonviable muscle and/or nerv,2848.5,,2928.2,,2928.2,,,,,,,,,,,,
5555,Decompression fasciotomy: Leg: Posterior compartment only. EXCLUDES debridement of nonviable muscle and/or nerve,2298.4,,2362.9,,2362.9,,,,,,,,,,,,
5556,Decompression fasciotomy: Leg: Posterior compartment only. INCLUDES debridement of nonviable muscle and/or nerve,3013.3,,3097.8,,3097.8,,,,,,,,,,,,
5557,"Decompression fasciotomy: Fasciotomy/tenotomy, iliotibial",2412.6,,2480.2,,2480.2,,,,,,,,,,,,
5558,Decompression fasciotomy: Fasciotomy: Foot and/or toe,1521.7,,1564.5,,1564.5,,,,,,,,,,,,
5559,Decompression fasciotomy: Forearm and/or wrist: Flexor and extensor compartment. EXCLUDES debridement of nonviable muscle or nerve,3976.1,,4088,,4088,,,,,,,,,,,,
5560,Decompression fasciotomy: Forearm and/or wrist: Flexor and extensor compartment. INCLUDES debridement of nonviable muscle or nerve,6228.8,,6403.4,,6403.4,,,,,,,,,,,,
5561,Decompression fasciotomy: Forearm and/or wrist: Flexor or extensor compartment. EXCLUDES debridement of nonviable muscle or nerve,2931,,3013,,3013,,,,,,,,,,,,
5562,Decompression fasciotomy: Forearm and/or wrist: Flexor or extensor compartment. INCLUDES debridement of nonviable muscle or nerve,5642.1,,5800.2,,5800.2,,,,,,,,,,,,
5563,Decompression Faciotomy: Fingers and/or hand,2909.6,,2991.2,,2991.2,,,,,,,,,,,,
3.4.3,"Muscles, tendons and fasciae: Muscle and tendon repair",,,,,,,,,,,,,,,,,
0745,Muscle and tendon repair: Biceps humeri,1916.1,,1969.7,,1969.7,,,,,,,,,,,,
0746,Muscle and tendon repair: Removal of calcification in Rotator cuff,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0747,Muscle and tendon repair: Rotator cuff,2109.2,,2421.4,,2421.4,,,,,,,,,,,,
0748,Muscle and tendon repair: Debridement rotator cuff,2109.2,,2524.6,,2524.6,,,,,,,,,,,,
0749,Muscle and tendon repair: Scapulopexy - stand alone procedure,3823.4,,4913.5,,4913.5,,,,,,,,,,,,
0755,Muscle and tendon repair: Infrapatellar of quadriceps tendon,2109.2,,2313.1,,2313.1,,,,,,,,,,,,
0757,Muscle and tendon repair: Achilles tendon repair,2778.7,,3570.6,,3570.6,,,,,,,,,,,,
0759,Muscle and tendon repair: Other single tendon,1353.7,,1391.7,,1391.7,,,,,,,,,,,,
0760,"Hand: Flexor tendon suture: Primary, zone 1 (each) (modifier 0005 applicable)",3096.6,,3979.4,,3979.4,,,,,,,,,,,,
0761,"Hand: Flexor tendon repair: Primary, zone 2 (no mans land) (each) (modifier 0005 applicable",3508.3,,4508.7,,4508.7,,,,,,,,,,,,
0762,"Hand: Flexor tendon suture: Primary, zone 3 and 4 (wrist and forearm) (each) (modifier 0005 applicable",2689.2,,3455.7,,3455.7,,,,,,,,,,,,
0763,Muscle and tendon repair: Tendon or ligament injection,158.1,,162.5,,162.5,,,,,,,,,,,,
0764,"Hand: Flexor tendon repair: Secondary, zone 1",3428,,4405.6,,4405.6,,,,,,,,,,,,
0765,"Hand: Flexor tendon repair: Secondary, zone 2 (no mans land)",3508.3,,4508.7,,4508.7,,,,,,,,,,,,
0766,"Hand: Flexor tendon repair: Secondary, zone 3 and 4 (wrist and forearm)",2679.3,,3443,,3443,,,,,,,,,,,,
0767,Hand: Flexor tendon suture: Primary (per tendon),2109.2,,2313.1,,2313.1,,,,,,,,,,,,
0768,Repair: Intrinsic muscles of hand (each) (modifier 0005 applicable),1761.2,,2263.5,,2263.5,,,,,,,,,,,,
0769,Hand: Flexor tendon suture: Secondary (per tendon),2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0771,Extensor tendon suture: Primary (per tendon),2109.2,,2343.8,,2343.8,,,,,,,,,,,,
0773,Extensor tendon suture: Secondary (per tendon),1406.5,,1445.8,,1445.8,,,,,,,,,,,,
0774,Repair of Boutonniere deformity or Mallet finger with graft,2583.1,,3319.5,,3319.5,,,,,,,,,,,,
3.4.4,"Muscles, tendons and fasciae: Tendon graft",,,,,,,,,,,,,,,,,
0775,Free tendon graft,2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0776,Reconstruction of pulley for flexor tendon,879.2,,903.6,,903.6,,,,,,,,,,,,
0777,Tendon graft: Finger: Flexor,2700,,3469.6,,3469.6,,,,,,,,,,,,
0779,Tendon graft: Finger: Extensor,2109.2,,2204.3,,2204.3,,,,,,,,,,,,
0780,Two stage flexor tendon graft using silastic rod,3375,,4337,,4337,,,,,,,,,,,,
3.4.5,"Muscles, tendons and fasciae: Tendolysis",,,,,,,,,,,,,,,,,
0781,"Tendon freeing operation, except where specified elsewhere",1124.9,,1156.4,,1156.4,,,,,,,,,,,,
0782,Carpal tunnel syndrome,1735.1,,1783.5,,1783.5,,,,,,,,,,,,
0783,Tenolysis: De Quervain,668.1,,686.5,,686.5,,,,,,,,,,,,
0784,Trigger finger,668.1,,686.5,,686.5,,,,,,,,,,,,
0785,Flexor tendon freeing operation following free tendon graft or suture,2626.8,,3375.7,,3375.7,,,,,,,,,,,,
0787,"Extensor tendon freeing operation following graft or suture in finger, hand or forearm, each tendon",2543.8,,3269,,3269,,,,,,,,,,,,
0788,Intrinsic tendon release per finger,1124.9,,1156.4,,1156.4,,,,,,,,,,,,
0789,Central tendon tenotomy for Boutonniere deformity,1124.9,,1156.4,,1156.4,,,,,,,,,,,,
3.4.6,"Muscles, tendons and fasciae: Tenodesis",,,,,,,,,,,,,,,,,
0790,Tenodesis: Digital joint,1582.2,,1626.4,,1626.4,,,,,,,,,,,,
3.4.7,"Muscles, tendons and fasciae: Muscle tendon and facia transfer",,,,,,,,,,,,,,,,,
0791,Single tendon transfer,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0792,Multiple tendon transfer,2109.2,,2313.1,,2313.1,,,,,,,,,,,,
0793,Hamstring to quadriceps transfer,2109.2,,2547.5,,2547.5,,,,,,,,,,,,
0794,Pectoralis major or Latissimus dorsi transfer to biceps tendon,4499.8,,5782.5,,5782.5,,,,,,,,,,,,
0795,Tendon transfer at elbow,2039.2,,2096.1,,2096.1,,,,,,,,,,,,
0802,Radial club hand repair - stand alone procedure,5066.5,,6510.8,,6510.8,,,,,,,,,,,,
0803,Hand tendons: Single tendon transfer (first),1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0809,Hand tendons: Substitution for intrinsic paralysis of hand,3149.9,,4047.8,,4047.8,,,,,,,,,,,,
0811,Hand tendons: Opponens tendon transfer (including obtaining of graft),3102,,3986.6,,3986.6,,,,,,,,,,,,
3.4.8,"Muscles, tendons and fasciae: Muscle slide operations and tendon lengthening",,,,,,,,,,,,,,,,,
0812,Percutaneous Tenotomy: All sites,668.1,,686.5,,686.5,,,,,,,,,,,,
0813,Torticollis,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0815,Scalenotomy,2109.2,,2385.3,,2385.3,,,,,,,,,,,,
0817,Scalenotomy with excision of first rib,2671.5,,3433.1,,3433.1,,,,,,,,,,,,
0821,Tennis elbow,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0822,Open release elbow (Mitals) - stand alone procedure,3912,,5027,,5027,,,,,,,,,,,,
0823,Excision or slide for Volkmann's Contracture,2700,,3469.6,,3469.6,,,,,,,,,,,,
0825,Hip: Open muscle release,2039.2,,2096.1,,2096.1,,,,,,,,,,,,
0829,Knee: Quadriceps plasty,2249.9,,2891.3,,2891.3,,,,,,,,,,,,
0831,Knee: Open tenotomy,2109.2,,2547.5,,2547.5,,,,,,,,,,,,
0835,Calf,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0837,Open elongation tendon Achilles,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
0838,"Percutaneous ""Hoke"" elongation tendo Achilles",1393.6,,1432.8,,1432.8,,,,,,,,,,,,
0845,Foot: Plantar fasciotomy,1230.7,,1265.1,,1265.1,,,,,,,,,,,,
0846,Foot: Postero-medial release for club-foot,2700,,3469.6,,3469.6,,,,,,,,,,,,
3.5,Bursae and ganglia,,,,,,,,,,,,,,,,,
0847,Excision: Semimembranosus,1582.2,,1626.4,,1626.4,,,,,,,,,,,,
0849,Excision: Prepatellar,790.8,,813.6,,813.6,,,,,,,,,,,,
0851,Excision: Olecranon,1438,,1478,,1478,,,,,,,,,,,,
0853,Excision: Small bursa or ganglion,1422.2,,1461.7,,1461.7,,,,,,,,,,,,
